id,timestamp,department,electricity_kWh,water_liters,electricity_cost,water_cost,total_cost,year,month,day,hour,day_name,usage_type,total_consumption,high_usage_flag
32226,2023-09-26 13:00:00,Production,142.97,477.95,1429.69,9.56,1439.24,2023,9,26,13,Tuesday,Peak,620.92,1
32231,2023-09-26 14:00:00,Production,147.02,490.19,1470.21,9.8,1480.01,2023,9,26,14,Tuesday,Peak,637.21,1
32246,2023-09-26 17:00:00,Production,159.14,504.21,1591.41,10.08,1601.5,2023,9,26,17,Tuesday,Peak,663.35,1
32251,2023-09-26 18:00:00,Production,152.73,427.35,1527.33,8.55,1535.87,2023,9,26,18,Tuesday,Peak,580.08,1
32256,2023-09-26 19:00:00,Production,140.06,488.58,1400.62,9.77,1410.39,2023,9,26,19,Tuesday,Non-Peak,628.64,1
32271,2023-09-26 22:00:00,Production,137.64,533.1,1376.39,10.66,1387.05,2023,9,26,22,Tuesday,Non-Peak,670.74,1
32301,2023-09-27 04:00:00,Production,146.15,414.58,1461.47,8.29,1469.76,2023,9,27,4,Wednesday,Non-Peak,560.73,1
32311,2023-09-27 06:00:00,Production,148.05,455.41,1480.53,9.11,1489.63,2023,9,27,6,Wednesday,Non-Peak,603.46,1
32330,2023-09-27 09:00:00,R&D,195.83,371.92,1958.3,7.44,1965.74,2023,9,27,9,Wednesday,Peak,567.75,1
32336,2023-09-27 11:00:00,Production,141.77,465.56,1417.65,9.31,1426.96,2023,9,27,11,Wednesday,Peak,607.33,1
32341,2023-09-27 12:00:00,Production,158.41,502.98,1584.08,10.06,1594.13,2023,9,27,12,Wednesday,Peak,661.39,1
32381,2023-09-27 20:00:00,Production,154.73,484.96,1547.32,9.7,1557.02,2023,9,27,20,Wednesday,Non-Peak,639.69,1
32386,2023-09-27 21:00:00,Production,137.37,484.88,1373.67,9.7,1383.36,2023,9,27,21,Wednesday,Non-Peak,622.25,1
32411,2023-09-28 02:00:00,Production,141.32,495.29,1413.18,9.91,1423.09,2023,9,28,2,Thursday,Non-Peak,636.61,1
32436,2023-09-28 07:00:00,Production,152.36,500.6,1523.64,10.01,1533.65,2023,9,28,7,Thursday,Non-Peak,652.96,1
32476,2023-09-28 15:00:00,Production,151.63,421.69,1516.33,8.43,1524.76,2023,9,28,15,Thursday,Peak,573.32,1
32491,2023-09-28 18:00:00,Production,138.27,502.45,1382.75,10.05,1392.8,2023,9,28,18,Thursday,Peak,640.72,1
32506,2023-09-28 21:00:00,Production,137.2,489.33,1371.96,9.79,1381.74,2023,9,28,21,Thursday,Non-Peak,626.53,1
32560,2023-09-29 07:00:00,R&D,179.23,537.41,1792.34,10.75,1803.08,2023,9,29,7,Friday,Non-Peak,716.64,1
32581,2023-09-29 12:00:00,Production,147.34,448.88,1473.35,8.98,1482.33,2023,9,29,12,Friday,Peak,596.22,1
32591,2023-09-29 14:00:00,Production,145.21,373.41,1452.11,7.47,1459.58,2023,9,29,14,Friday,Peak,518.62,1
32611,2023-09-29 18:00:00,Production,138.06,490.03,1380.64,9.8,1390.44,2023,9,29,18,Friday,Peak,628.09,1
32636,2023-09-29 23:00:00,Production,146.8,491.82,1468.01,9.84,1477.85,2023,9,29,23,Friday,Non-Peak,638.62,1
32656,2023-09-30 03:00:00,Production,158.01,477.82,1580.09,9.56,1589.64,2023,9,30,3,Saturday,Non-Peak,635.83,1
32681,2023-09-30 08:00:00,Production,140.15,523.6,1401.48,10.47,1411.95,2023,9,30,8,Saturday,Non-Peak,663.75,1
32686,2023-09-30 09:00:00,Production,140.87,525.76,1408.7,10.52,1419.21,2023,9,30,9,Saturday,Peak,666.63,1
32706,2023-09-30 13:00:00,Production,140.81,552.33,1408.07,11.05,1419.11,2023,9,30,13,Saturday,Peak,693.14,1
32721,2023-09-30 16:00:00,Production,164.18,509.21,1641.84,10.18,1652.02,2023,9,30,16,Saturday,Peak,673.39,1
32728,2023-09-30 17:00:00,IT,142.85,219.31,1428.46,4.39,1432.85,2023,9,30,17,Saturday,Peak,362.16,1
32731,2023-09-30 18:00:00,Production,143.99,463.92,1439.86,9.28,1449.14,2023,9,30,18,Saturday,Peak,607.91,1
32751,2023-09-30 22:00:00,Production,141.7,547.19,1416.96,10.94,1427.91,2023,9,30,22,Saturday,Non-Peak,688.89,1
32791,2023-10-01 06:00:00,Production,137.99,500.79,1379.93,10.02,1389.95,2023,10,1,6,Sunday,Non-Peak,638.78,1
32816,2023-10-01 11:00:00,Production,337.98,848.43,3379.75,16.97,3396.72,2023,10,1,11,Sunday,Peak,1186.41,1
32826,2023-10-01 13:00:00,Production,148.32,511.7,1483.21,10.23,1493.44,2023,10,1,13,Sunday,Peak,660.02,1
32841,2023-10-01 16:00:00,Production,162.31,378.44,1623.09,7.57,1630.66,2023,10,1,16,Sunday,Peak,540.75,1
32856,2023-10-01 19:00:00,Production,215.05,920.21,2150.5,18.4,2168.91,2023,10,1,19,Sunday,Non-Peak,1135.26,1
32866,2023-10-01 21:00:00,Production,165.13,473.08,1651.35,9.46,1660.81,2023,10,1,21,Sunday,Non-Peak,638.21,1
32876,2023-10-01 23:00:00,Production,147.69,567.96,1476.88,11.36,1488.24,2023,10,1,23,Sunday,Non-Peak,715.65,1
32881,2023-10-02 00:00:00,Production,153.54,430.65,1535.41,8.61,1544.02,2023,10,2,0,Monday,Non-Peak,584.19,1
32911,2023-10-02 06:00:00,Production,157.6,474.11,1576,9.48,1585.48,2023,10,2,6,Monday,Non-Peak,631.71,1
32916,2023-10-02 07:00:00,Production,164.49,524.49,1644.92,10.49,1655.41,2023,10,2,7,Monday,Non-Peak,688.98,1
32971,2023-10-02 18:00:00,Production,150.7,468.31,1507.02,9.37,1516.39,2023,10,2,18,Monday,Peak,619.01,1
33021,2023-10-03 04:00:00,Production,140.74,461.44,1407.4,9.23,1416.63,2023,10,3,4,Tuesday,Non-Peak,602.18,1
33051,2023-10-03 10:00:00,Production,149.48,508.99,1494.84,10.18,1505.02,2023,10,3,10,Tuesday,Peak,658.47,1
33061,2023-10-03 12:00:00,Production,147.19,510.01,1471.86,10.2,1482.06,2023,10,3,12,Tuesday,Peak,657.2,1
33081,2023-10-03 16:00:00,Production,202.2,907.2,2022.04,18.14,2040.19,2023,10,3,16,Tuesday,Peak,1109.4,1
33101,2023-10-03 20:00:00,Production,163.49,510.9,1634.88,10.22,1645.1,2023,10,3,20,Tuesday,Non-Peak,674.39,1
33111,2023-10-03 22:00:00,Production,142.1,462.55,1420.98,9.25,1430.23,2023,10,3,22,Tuesday,Non-Peak,604.65,1
33146,2023-10-04 05:00:00,Production,145.73,432.78,1457.29,8.66,1465.94,2023,10,4,5,Wednesday,Non-Peak,578.51,1
33176,2023-10-04 11:00:00,Production,137.96,569.27,1379.62,11.39,1391,2023,10,4,11,Wednesday,Peak,707.23,1
33201,2023-10-04 16:00:00,Production,163.01,471.83,1630.13,9.44,1639.57,2023,10,4,16,Wednesday,Peak,634.84,1
33226,2023-10-04 21:00:00,Production,159.65,583.28,1596.53,11.67,1608.2,2023,10,4,21,Wednesday,Non-Peak,742.93,1
33296,2023-10-05 11:00:00,Production,144.25,429.13,1442.46,8.58,1451.05,2023,10,5,11,Thursday,Peak,573.38,1
33311,2023-10-05 14:00:00,Production,139.4,502.77,1394,10.06,1404.05,2023,10,5,14,Thursday,Peak,642.17,1
33351,2023-10-05 22:00:00,Production,144.48,547.18,1444.81,10.94,1455.75,2023,10,5,22,Thursday,Non-Peak,691.66,1
33396,2023-10-06 07:00:00,Production,165.02,426.48,1650.2,8.53,1658.73,2023,10,6,7,Friday,Non-Peak,591.5,1
33401,2023-10-06 08:00:00,Production,144.94,513.13,1449.37,10.26,1459.63,2023,10,6,8,Friday,Non-Peak,658.07,1
33411,2023-10-06 10:00:00,Production,138.18,548.19,1381.8,10.96,1392.77,2023,10,6,10,Friday,Peak,686.37,1
33426,2023-10-06 13:00:00,Production,143.1,508.4,1430.97,10.17,1441.14,2023,10,6,13,Friday,Peak,651.5,1
33436,2023-10-06 15:00:00,Production,143.14,500.63,1431.42,10.01,1441.43,2023,10,6,15,Friday,Peak,643.77,1
33441,2023-10-06 16:00:00,Production,137.84,429.14,1378.43,8.58,1387.01,2023,10,6,16,Friday,Peak,566.98,1
33461,2023-10-06 20:00:00,Production,142.67,432.41,1426.66,8.65,1435.3,2023,10,6,20,Friday,Non-Peak,575.08,1
33491,2023-10-07 02:00:00,Production,142.59,522.65,1425.89,10.45,1436.34,2023,10,7,2,Saturday,Non-Peak,665.24,1
33506,2023-10-07 05:00:00,Production,151.75,445.69,1517.55,8.91,1526.46,2023,10,7,5,Saturday,Non-Peak,597.44,1
33531,2023-10-07 10:00:00,Production,145.25,616.84,1452.53,12.34,1464.86,2023,10,7,10,Saturday,Peak,762.09,1
33536,2023-10-07 11:00:00,Production,159.34,519.17,1593.36,10.38,1603.74,2023,10,7,11,Saturday,Peak,678.51,1
33541,2023-10-07 12:00:00,Production,145.06,499.32,1450.6,9.99,1460.59,2023,10,7,12,Saturday,Peak,644.38,1
33561,2023-10-07 16:00:00,Production,155.42,534.3,1554.22,10.69,1564.91,2023,10,7,16,Saturday,Peak,689.72,1
33591,2023-10-07 22:00:00,Production,142.49,519.09,1424.85,10.38,1435.24,2023,10,7,22,Saturday,Non-Peak,661.58,1
33601,2023-10-08 00:00:00,Production,254.84,956.36,2548.42,19.13,2567.55,2023,10,8,0,Sunday,Non-Peak,1211.2,1
33606,2023-10-08 01:00:00,Production,137.83,592.47,1378.26,11.85,1390.11,2023,10,8,1,Sunday,Non-Peak,730.3,1
33636,2023-10-08 07:00:00,Production,138.73,531.52,1387.25,10.63,1397.88,2023,10,8,7,Sunday,Non-Peak,670.25,1
33656,2023-10-08 11:00:00,Production,186.15,572.41,1861.49,11.45,1872.94,2023,10,8,11,Sunday,Peak,758.56,1
33661,2023-10-08 12:00:00,Production,148.69,444.12,1486.91,8.88,1495.79,2023,10,8,12,Sunday,Peak,592.81,1
33686,2023-10-08 17:00:00,Production,147.38,485.27,1473.81,9.71,1483.52,2023,10,8,17,Sunday,Peak,632.65,1
33721,2023-10-09 00:00:00,Production,149.04,459.78,1490.41,9.2,1499.61,2023,10,9,0,Monday,Non-Peak,608.82,1
33746,2023-10-09 05:00:00,Production,162.04,487.54,1620.4,9.75,1630.15,2023,10,9,5,Monday,Non-Peak,649.58,1
33806,2023-10-09 17:00:00,Production,138.45,500.7,1384.53,10.01,1394.55,2023,10,9,17,Monday,Peak,639.15,1
33871,2023-10-10 06:00:00,Production,142.63,437.04,1426.26,8.74,1435,2023,10,10,6,Tuesday,Non-Peak,579.67,1
33876,2023-10-10 07:00:00,Production,144.83,490.86,1448.34,9.82,1458.16,2023,10,10,7,Tuesday,Non-Peak,635.69,1
33901,2023-10-10 12:00:00,Production,152.4,570.94,1523.99,11.42,1535.41,2023,10,10,12,Tuesday,Peak,723.34,1
33911,2023-10-10 14:00:00,Production,140.62,388.36,1406.24,7.77,1414.01,2023,10,10,14,Tuesday,Peak,528.98,1
33921,2023-10-10 16:00:00,Production,166.74,425.93,1667.39,8.52,1675.91,2023,10,10,16,Tuesday,Peak,592.67,1
33926,2023-10-10 17:00:00,Production,141.75,475.01,1417.46,9.5,1426.96,2023,10,10,17,Tuesday,Peak,616.76,1
33941,2023-10-10 20:00:00,Production,140.93,482.02,1409.35,9.64,1418.99,2023,10,10,20,Tuesday,Non-Peak,622.95,1
34016,2023-10-11 11:00:00,Production,143.75,483.35,1437.48,9.67,1447.15,2023,10,11,11,Wednesday,Peak,627.1,1
34056,2023-10-11 19:00:00,Production,143.87,436.52,1438.74,8.73,1447.47,2023,10,11,19,Wednesday,Non-Peak,580.39,1
34066,2023-10-11 21:00:00,Production,164.29,506.28,1642.87,10.13,1652.99,2023,10,11,21,Wednesday,Non-Peak,670.57,1
34091,2023-10-12 02:00:00,Production,155.06,485.2,1550.59,9.7,1560.29,2023,10,12,2,Thursday,Non-Peak,640.26,1
34136,2023-10-12 11:00:00,Production,150.99,416.22,1509.87,8.32,1518.2,2023,10,12,11,Thursday,Peak,567.21,1
34181,2023-10-12 20:00:00,Production,154.54,510.15,1545.39,10.2,1555.59,2023,10,12,20,Thursday,Non-Peak,664.69,1
34231,2023-10-13 06:00:00,Production,157.09,576.07,1570.95,11.52,1582.47,2023,10,13,6,Friday,Non-Peak,733.16,1
34236,2023-10-13 07:00:00,Production,139.18,426.5,1391.81,8.53,1400.34,2023,10,13,7,Friday,Non-Peak,565.68,1
34246,2023-10-13 09:00:00,Production,146.51,578.48,1465.09,11.57,1476.66,2023,10,13,9,Friday,Peak,724.99,1
34251,2023-10-13 10:00:00,Production,159.26,542.53,1592.56,10.85,1603.41,2023,10,13,10,Friday,Peak,701.79,1
34256,2023-10-13 11:00:00,Production,137.45,523.92,1374.52,10.48,1385,2023,10,13,11,Friday,Peak,661.37,1
34281,2023-10-13 16:00:00,Production,145.67,474.75,1456.66,9.49,1466.16,2023,10,13,16,Friday,Peak,620.42,1
34321,2023-10-14 00:00:00,Production,143.24,572.89,1432.36,11.46,1443.81,2023,10,14,0,Saturday,Non-Peak,716.13,1
34326,2023-10-14 01:00:00,Production,150.38,521.84,1503.79,10.44,1514.23,2023,10,14,1,Saturday,Non-Peak,672.22,1
34356,2023-10-14 07:00:00,Production,143.05,539.06,1430.47,10.78,1441.25,2023,10,14,7,Saturday,Non-Peak,682.11,1
34361,2023-10-14 08:00:00,Production,166.88,511.65,1668.75,10.23,1678.99,2023,10,14,8,Saturday,Non-Peak,678.53,1
34376,2023-10-14 11:00:00,Production,140.44,476.31,1404.44,9.53,1413.97,2023,10,14,11,Saturday,Peak,616.75,1
34386,2023-10-14 13:00:00,Production,148.1,511.93,1480.96,10.24,1491.2,2023,10,14,13,Saturday,Peak,660.03,1
34401,2023-10-14 16:00:00,Production,143.94,500.5,1439.45,10.01,1449.46,2023,10,14,16,Saturday,Peak,644.44,1
34411,2023-10-14 18:00:00,Production,140.27,467.84,1402.68,9.36,1412.04,2023,10,14,18,Saturday,Peak,608.11,1
34416,2023-10-14 19:00:00,Production,143.19,530.68,1431.89,10.61,1442.5,2023,10,14,19,Saturday,Non-Peak,673.87,1
34446,2023-10-15 01:00:00,Production,146.45,459.5,1464.54,9.19,1473.73,2023,10,15,1,Sunday,Non-Peak,605.95,1
34451,2023-10-15 02:00:00,Production,138.4,431.52,1383.98,8.63,1392.61,2023,10,15,2,Sunday,Non-Peak,569.92,1
34466,2023-10-15 05:00:00,Production,141.99,422.04,1419.93,8.44,1428.37,2023,10,15,5,Sunday,Non-Peak,564.03,1
34476,2023-10-15 07:00:00,Production,138.77,467.69,1387.69,9.35,1397.05,2023,10,15,7,Sunday,Non-Peak,606.46,1
34591,2023-10-16 06:00:00,Production,140.75,466,1407.5,9.32,1416.82,2023,10,16,6,Monday,Non-Peak,606.75,1
34631,2023-10-16 14:00:00,Production,154.7,528.1,1546.95,10.56,1557.52,2023,10,16,14,Monday,Peak,682.8,1
34676,2023-10-16 23:00:00,Production,138.66,500.61,1386.57,10.01,1396.58,2023,10,16,23,Monday,Non-Peak,639.27,1
34681,2023-10-17 00:00:00,Production,155.46,518.06,1554.62,10.36,1564.98,2023,10,17,0,Tuesday,Non-Peak,673.52,1
34726,2023-10-17 09:00:00,Production,137.6,416.15,1376,8.32,1384.32,2023,10,17,9,Tuesday,Peak,553.75,1
34736,2023-10-17 11:00:00,Production,151.66,548.13,1516.59,10.96,1527.55,2023,10,17,11,Tuesday,Peak,699.79,1
34801,2023-10-18 00:00:00,Production,153.86,441.53,1538.65,8.83,1547.48,2023,10,18,0,Wednesday,Non-Peak,595.39,1
34806,2023-10-18 01:00:00,Production,151.43,459.81,1514.35,9.2,1523.54,2023,10,18,1,Wednesday,Non-Peak,611.24,1
34816,2023-10-18 03:00:00,Production,147.67,463.42,1476.73,9.27,1486,2023,10,18,3,Wednesday,Non-Peak,611.09,1
34826,2023-10-18 05:00:00,Production,174.71,541.22,1747.1,10.82,1757.92,2023,10,18,5,Wednesday,Non-Peak,715.93,1
34841,2023-10-18 08:00:00,Production,137.6,560.07,1376,11.2,1387.21,2023,10,18,8,Wednesday,Non-Peak,697.67,1
34846,2023-10-18 09:00:00,Production,207.74,794.25,2077.37,15.89,2093.25,2023,10,18,9,Wednesday,Peak,1001.99,1
34851,2023-10-18 10:00:00,Production,139.57,423.78,1395.74,8.48,1404.21,2023,10,18,10,Wednesday,Peak,563.35,1
34861,2023-10-18 12:00:00,Production,172.62,453.09,1726.24,9.06,1735.3,2023,10,18,12,Wednesday,Peak,625.71,1
34876,2023-10-18 15:00:00,Production,152.08,494.25,1520.84,9.88,1530.72,2023,10,18,15,Wednesday,Peak,646.33,1
34886,2023-10-18 17:00:00,Production,144.05,536.74,1440.49,10.73,1451.22,2023,10,18,17,Wednesday,Peak,680.79,1
34896,2023-10-18 19:00:00,Production,172.17,534.18,1721.7,10.68,1732.38,2023,10,18,19,Wednesday,Non-Peak,706.35,1
34926,2023-10-19 01:00:00,Production,142.4,484.01,1424.03,9.68,1433.71,2023,10,19,1,Thursday,Non-Peak,626.41,1
34951,2023-10-19 06:00:00,Production,145.63,508.18,1456.31,10.16,1466.48,2023,10,19,6,Thursday,Non-Peak,653.81,1
34986,2023-10-19 13:00:00,Production,151.65,588.51,1516.52,11.77,1528.29,2023,10,19,13,Thursday,Peak,740.16,1
35006,2023-10-19 17:00:00,Production,149.83,472.34,1498.27,9.45,1507.72,2023,10,19,17,Thursday,Peak,622.17,1
35056,2023-10-20 03:00:00,Production,137.43,535.15,1374.25,10.7,1384.95,2023,10,20,3,Friday,Non-Peak,672.58,1
35121,2023-10-20 16:00:00,Production,145.65,459,1456.47,9.18,1465.65,2023,10,20,16,Friday,Peak,604.65,1
35126,2023-10-20 17:00:00,Production,139.78,433.63,1397.79,8.67,1406.46,2023,10,20,17,Friday,Peak,573.41,1
35136,2023-10-20 19:00:00,Production,139.44,509.15,1394.41,10.18,1404.59,2023,10,20,19,Friday,Non-Peak,648.59,1
35176,2023-10-21 03:00:00,Production,137.54,503.46,1375.43,10.07,1385.5,2023,10,21,3,Saturday,Non-Peak,641,1
35206,2023-10-21 09:00:00,Production,148.95,501.71,1489.54,10.03,1499.58,2023,10,21,9,Saturday,Peak,650.66,1
35216,2023-10-21 11:00:00,Production,140.15,546.27,1401.54,10.93,1412.46,2023,10,21,11,Saturday,Peak,686.42,1
35231,2023-10-21 14:00:00,Production,140.54,538.66,1405.38,10.77,1416.15,2023,10,21,14,Saturday,Peak,679.2,1
35261,2023-10-21 20:00:00,Production,180.11,423.18,1801.11,8.46,1809.58,2023,10,21,20,Saturday,Non-Peak,603.29,1
35301,2023-10-22 04:00:00,Production,140.42,455.66,1404.18,9.11,1413.3,2023,10,22,4,Sunday,Non-Peak,596.08,1
35336,2023-10-22 11:00:00,Production,138.9,549.32,1389.03,10.99,1400.01,2023,10,22,11,Sunday,Peak,688.22,1
35351,2023-10-22 14:00:00,Production,142.5,593.02,1425,11.86,1436.86,2023,10,22,14,Sunday,Peak,735.52,1
35421,2023-10-23 04:00:00,Production,145.35,486.66,1453.47,9.73,1463.2,2023,10,23,4,Monday,Non-Peak,632.01,1
35436,2023-10-23 07:00:00,Production,153.54,510.52,1535.44,10.21,1545.65,2023,10,23,7,Monday,Non-Peak,664.06,1
35461,2023-10-23 12:00:00,Production,151.1,426.83,1510.96,8.54,1519.49,2023,10,23,12,Monday,Peak,577.93,1
35476,2023-10-23 15:00:00,Production,151.79,528.28,1517.89,10.57,1528.45,2023,10,23,15,Monday,Peak,680.07,1
35491,2023-10-23 18:00:00,Production,138.08,525.41,1380.83,10.51,1391.33,2023,10,23,18,Monday,Peak,663.49,1
35531,2023-10-24 02:00:00,Production,150.12,450.86,1501.17,9.02,1510.19,2023,10,24,2,Tuesday,Non-Peak,600.98,1
35541,2023-10-24 04:00:00,Production,152.72,494.75,1527.23,9.89,1537.12,2023,10,24,4,Tuesday,Non-Peak,647.47,1
35551,2023-10-24 06:00:00,Production,169.23,860.17,1692.31,17.2,1709.52,2023,10,24,6,Tuesday,Non-Peak,1029.4,1
35566,2023-10-24 09:00:00,Production,143.93,508.63,1439.31,10.17,1449.48,2023,10,24,9,Tuesday,Peak,652.56,1
35616,2023-10-24 19:00:00,Production,144.16,548.52,1441.6,10.97,1452.57,2023,10,24,19,Tuesday,Non-Peak,692.68,1
35661,2023-10-25 04:00:00,Production,147.66,520.37,1476.65,10.41,1487.06,2023,10,25,4,Wednesday,Non-Peak,668.03,1
35686,2023-10-25 09:00:00,Production,150.41,499.75,1504.09,10,1514.08,2023,10,25,9,Wednesday,Peak,650.16,1
35691,2023-10-25 10:00:00,Production,149.47,444.87,1494.67,8.9,1503.57,2023,10,25,10,Wednesday,Peak,594.34,1
35706,2023-10-25 13:00:00,Production,149.83,437.77,1498.25,8.76,1507.01,2023,10,25,13,Wednesday,Peak,587.6,1
35711,2023-10-25 14:00:00,Production,146.17,581.63,1461.69,11.63,1473.32,2023,10,25,14,Wednesday,Peak,727.8,1
35771,2023-10-26 02:00:00,Production,149.5,495.49,1495.01,9.91,1504.92,2023,10,26,2,Thursday,Non-Peak,644.99,1
35811,2023-10-26 10:00:00,Production,142.86,458.87,1428.62,9.18,1437.8,2023,10,26,10,Thursday,Peak,601.73,1
35856,2023-10-26 19:00:00,Production,247.27,626.27,2472.74,12.53,2485.27,2023,10,26,19,Thursday,Non-Peak,873.54,1
35861,2023-10-26 20:00:00,Production,162.2,575.14,1622.03,11.5,1633.54,2023,10,26,20,Thursday,Non-Peak,737.34,1
35886,2023-10-27 01:00:00,Production,150.85,495.91,1508.46,9.92,1518.38,2023,10,27,1,Friday,Non-Peak,646.76,1
35925,2023-10-27 08:00:00,R&D,138.5,495.98,1385.05,9.92,1394.97,2023,10,27,8,Friday,Non-Peak,634.48,1
35961,2023-10-27 16:00:00,Production,141.23,498.5,1412.29,9.97,1422.26,2023,10,27,16,Friday,Peak,639.73,1
35966,2023-10-27 17:00:00,Production,150.94,571.1,1509.36,11.42,1520.79,2023,10,27,17,Friday,Peak,722.04,1
35976,2023-10-27 19:00:00,Production,146.99,514.3,1469.93,10.29,1480.21,2023,10,27,19,Friday,Non-Peak,661.29,1
36021,2023-10-28 04:00:00,Production,146.78,532.91,1467.76,10.66,1478.42,2023,10,28,4,Saturday,Non-Peak,679.69,1
36071,2023-10-28 14:00:00,Production,138.16,428.21,1381.62,8.56,1390.19,2023,10,28,14,Saturday,Peak,566.37,1
36081,2023-10-28 16:00:00,Production,148.92,502.05,1489.21,10.04,1499.25,2023,10,28,16,Saturday,Peak,650.97,1
36176,2023-10-29 11:00:00,Production,139.15,442.9,1391.49,8.86,1400.34,2023,10,29,11,Sunday,Peak,582.05,1
36211,2023-10-29 18:00:00,Production,153.3,551.67,1532.99,11.03,1544.03,2023,10,29,18,Sunday,Peak,704.97,1
36216,2023-10-29 19:00:00,Production,145.92,396.49,1459.17,7.93,1467.1,2023,10,29,19,Sunday,Non-Peak,542.41,1
36246,2023-10-30 01:00:00,Production,141.04,456.49,1410.35,9.13,1419.48,2023,10,30,1,Monday,Non-Peak,597.53,1
36251,2023-10-30 02:00:00,Production,146.06,510.03,1460.61,10.2,1470.81,2023,10,30,2,Monday,Non-Peak,656.09,1
36261,2023-10-30 04:00:00,Production,161.92,567.78,1619.21,11.36,1630.56,2023,10,30,4,Monday,Non-Peak,729.7,1
36271,2023-10-30 06:00:00,Production,151.37,473.9,1513.74,9.48,1523.22,2023,10,30,6,Monday,Non-Peak,625.27,1
36286,2023-10-30 09:00:00,Production,140.54,543.84,1405.42,10.88,1416.3,2023,10,30,9,Monday,Peak,684.38,1
36296,2023-10-30 11:00:00,Production,155.01,510.44,1550.15,10.21,1560.35,2023,10,30,11,Monday,Peak,665.45,1
36321,2023-10-30 16:00:00,Production,142.1,541.7,1420.99,10.83,1431.83,2023,10,30,16,Monday,Peak,683.8,1
36361,2023-10-31 00:00:00,Production,144.82,512,1448.18,10.24,1458.42,2023,10,31,0,Tuesday,Non-Peak,656.82,1
36371,2023-10-31 02:00:00,Production,137.62,570.88,1376.16,11.42,1387.58,2023,10,31,2,Tuesday,Non-Peak,708.5,1
36401,2023-10-31 08:00:00,Production,159.65,503.92,1596.5,10.08,1606.58,2023,10,31,8,Tuesday,Non-Peak,663.57,1
36411,2023-10-31 10:00:00,Production,146.06,581.47,1460.63,11.63,1472.26,2023,10,31,10,Tuesday,Peak,727.53,1
36461,2023-10-31 20:00:00,Production,144.15,482.5,1441.52,9.65,1451.17,2023,10,31,20,Tuesday,Non-Peak,626.65,1
36496,2023-11-01 03:00:00,Production,170.96,498.48,1709.56,9.97,1719.53,2023,11,1,3,Wednesday,Non-Peak,669.44,1
36516,2023-11-01 07:00:00,Production,142.88,602.55,1428.8,12.05,1440.85,2023,11,1,7,Wednesday,Non-Peak,745.43,1
36521,2023-11-01 08:00:00,Production,145.94,484.33,1459.37,9.69,1469.06,2023,11,1,8,Wednesday,Non-Peak,630.27,1
36526,2023-11-01 09:00:00,Production,145.28,596.67,1452.83,11.93,1464.76,2023,11,1,9,Wednesday,Peak,741.95,1
36581,2023-11-01 20:00:00,Production,141.74,434.19,1417.41,8.68,1426.1,2023,11,1,20,Wednesday,Non-Peak,575.93,1
36601,2023-11-02 00:00:00,Production,151.44,479.39,1514.42,9.59,1524.01,2023,11,2,0,Thursday,Non-Peak,630.83,1
36646,2023-11-02 09:00:00,Production,149.53,587.98,1495.25,11.76,1507.01,2023,11,2,9,Thursday,Peak,737.51,1
36656,2023-11-02 11:00:00,Production,138.53,495.47,1385.3,9.91,1395.21,2023,11,2,11,Thursday,Peak,634,1
36671,2023-11-02 14:00:00,Production,148.77,437.34,1487.71,8.75,1496.46,2023,11,2,14,Thursday,Peak,586.11,1
36681,2023-11-02 16:00:00,Production,168.44,493.07,1684.38,9.86,1694.24,2023,11,2,16,Thursday,Peak,661.51,1
36691,2023-11-02 18:00:00,Production,138.74,407.3,1387.38,8.15,1395.53,2023,11,2,18,Thursday,Peak,546.04,1
36716,2023-11-02 23:00:00,Production,149.76,512.92,1497.58,10.26,1507.84,2023,11,2,23,Thursday,Non-Peak,662.68,1
36736,2023-11-03 03:00:00,Production,147.79,453.64,1477.91,9.07,1486.98,2023,11,3,3,Friday,Non-Peak,601.43,1
36756,2023-11-03 07:00:00,Production,143.29,440.21,1432.89,8.8,1441.69,2023,11,3,7,Friday,Non-Peak,583.5,1
36766,2023-11-03 09:00:00,Production,145.43,497.21,1454.26,9.94,1464.21,2023,11,3,9,Friday,Peak,642.64,1
36781,2023-11-03 12:00:00,Production,162.36,519.78,1623.6,10.4,1634,2023,11,3,12,Friday,Peak,682.14,1
36806,2023-11-03 17:00:00,Production,161.96,457.84,1619.56,9.16,1628.72,2023,11,3,17,Friday,Peak,619.8,1
36821,2023-11-03 20:00:00,Production,140.74,522.92,1407.39,10.46,1417.85,2023,11,3,20,Friday,Non-Peak,663.66,1
36846,2023-11-04 01:00:00,Production,139.98,576.31,1399.76,11.53,1411.29,2023,11,4,1,Saturday,Non-Peak,716.29,1
36896,2023-11-04 11:00:00,Production,143.5,510.35,1434.97,10.21,1445.17,2023,11,4,11,Saturday,Peak,653.85,1
36941,2023-11-04 20:00:00,Production,144.14,465.03,1441.37,9.3,1450.67,2023,11,4,20,Saturday,Non-Peak,609.17,1
36951,2023-11-04 22:00:00,Production,145.77,479.16,1457.69,9.58,1467.27,2023,11,4,22,Saturday,Non-Peak,624.93,1
36971,2023-11-05 02:00:00,Production,153.15,526.28,1531.5,10.53,1542.03,2023,11,5,2,Sunday,Non-Peak,679.43,1
36981,2023-11-05 04:00:00,Production,139.75,461.64,1397.5,9.23,1406.73,2023,11,5,4,Sunday,Non-Peak,601.39,1
